"gene_id","Control72h1","Control72h2","Control72h3","OVA72h1","OVA72h2","OVA72h3","OVA72h4"
"Gpx5",0,0,0,0,0,0,0
"Gpx6",0.078519752,0.221620118,0,0.654117207,0.708522325,0.491447146,0.772994874
"Gpx7",3.080350709,2.998219338,2.949886262,5.993614205,4.977221394,4.78288864,5.722815414
"Gpx8",4.292760539,4.140444859,3.628554936,6.196268572,5.36767063,5.369710732,5.835657116
"Gramd1a",14.01238901,17.85673912,16.41370672,12.22197401,11.48354189,13.10322347,13.15570933
"Gramd1b",8.873862433,12.27735969,9.660761978,11.50766419,8.967614379,9.639211395,8.416377576
"Gramd1c",4.613868279,4.812291667,3.930162971,3.04646842,3.211648717,3.70562974,3.388237397
"Gramd2",51.2140916,57.17904401,57.11079126,21.54781542,27.10034409,29.40505301,23.65356789
"Gramd3",14.38866781,21.03439263,11.30846089,29.36435502,28.34967752,26.44762173,31.4616472
"Gramd4",3.988899293,4.969740879,4.619101125,4.447639101,4.438248875,4.284664896,4.12723208
"Grap",58.3254249,54.79385556,58.5527068,51.9150085,59.10264291,59.26242303,53.01159857
"Grap2",2.271446286,5.488806517,2.930589947,3.309260385,2.456130012,2.993792787,1.938220527
"Grasp",17.96055052,15.30829915,21.97023481,13.01427726,13.37396085,13.03849346,12.64302241
"Grb10",28.41773669,28.14764935,31.35477604,22.36177434,24.25500893,21.97819805,24.16496701
"Grb14",12.91403906,14.17593487,14.13659096,7.037819887,6.869645115,7.893772382,8.25913046
"Grb2",127.6294733,148.654059,139.1377886,149.9628183,142.0099826,139.1786515,139.9806474
"Grb7",5.40847153,3.91716231,5.282684748,3.463144973,2.667138708,3.426674589,3.530772584
"Grcc10",6.953615119,6.804056485,5.711779022,10.30940294,8.215299161,8.763704984,8.785515559
"Greb1",7.09710892,5.797441641,8.407440244,2.813656364,3.046952227,3.816880988,3.612517804
"Greb1l",0.314196617,0.443702378,0.223033951,0.480127419,0.370640927,0.424490355,0.378733632
"Grem1",0.109999187,1.162995863,0.100707496,0.121955065,0.299544661,0.19410078,0.183086515
"Grem2",9.371118195,9.172554448,9.568830116,5.658001425,8.009496466,7.390048782,6.758789129
"Grhl1",3.464616494,3.475864196,3.304864833,1.757532946,1.989378252,3.067181955,1.728597326
"Grhl2",22.55694922,25.38064804,21.67680447,17.86095968,14.68715279,17.99851717,19.81838262
"Grhl3",0.121609725,0.106053331,0.120157265,0.096227405,0.041471421,0.069020057,0.138121819
"Grhpr",0.814849563,0.783308274,0.754922636,0.805981599,0.489550408,0.662866335,0.876110529
"Gria1",3.866545036,3.376146991,4.857572305,0.855510242,1.652302453,1.500205863,1.804382004
"Gria2",0.006451531,0.044867387,0,0,0.039056458,0,0
"Gria3",9.657492566,9.14418567,12.62158238,3.920490217,5.557619572,6.461202498,5.715822487
"Gria4",0,0,0,0.009624332,0,0,0
"Grid1",0.018268991,0.01054041,0,0.010915162,0,0.010508063,0
"Grid2",0,0.168806972,0.080900048,0,0,0.338829562,0.091287273
"Grid2ip",0,0,0,0.011546083,0,0,0
"Grifin",0,0,0,0,0,0,0
"Grik1",0.013219543,0,0.004857032,0,0,0.005086031,0.005338129
"Grik2",0.383471444,0.516930993,0.521059175,0.200290233,0.542877383,0.414677445,0.186529626
"Grik3",0.71663556,0.504838315,0.789220751,0.158374451,0.198314316,0.24883928,0.1774346
"Grik4",0.054469285,0.131382397,0.089357263,0.075427601,0.266663663,0.031433486,0.168369398
"Grik5",3.563071169,5.74906274,5.594258582,3.436565595,2.92238635,3.382988788,3.301105168
"Grin1",0.019698636,0.053261401,0.008856169,0.065789605,0.021352009,0.025790084,0.012503157
"Grin1os",0.017626851,0.044567936,0.023560853,0.054395275,0.038663806,0.035098703,0.04813172
"Grin2a",0.020229618,0.165629204,0.053503852,0.028857328,0.068105324,0.056214874,0.083388515
"Grin2b",0.083613191,0,0.059688326,0.018222964,0,0.0103801,0
"Grin2c",0.498160043,0.86453724,0.890510385,0.365198994,0.309460999,0.370707853,0.449940071
"Grin2d",1.752056725,2.694022865,2.10553617,1.178139422,1.316688542,1.512193904,1.785858303
"Grin3a",0.343237425,0.659219903,0.284241215,0.173613643,0.31000224,0.298369698,0
"Grin3b",0.242358401,0.131363608,0.180482005,0.10921241,0.124938947,0.162539562,0.148166607
"Grina",19.99201538,21.7354162,23.19927613,21.63383456,17.66699201,19.16569671,20.46949373
"Grip1",0.676339492,1.092670758,0.405322425,0.659953676,0.240444385,0.870924371,0.917714397
"Grip2",0.048957322,0.049245257,0.030802165,0.05711503,0.006459858,0.01845832,0.072482889
"Gripap1",15.83583444,17.56430415,15.09817939,13.49562589,15.77093913,17.08878825,16.05316113
"Grk1",0,0,0,0,0,0,0
"Grk2",23.39068392,25.78907042,26.30280628,25.19847247,22.8977534,24.33496428,24.19387263
"Grk3",28.09177679,30.32734283,29.744225,20.9825486,23.98343652,21.62134427,23.78087968
"Grk4",1.616147588,1.963736826,1.594848699,1.128769139,1.297629782,1.15269181,1.547628711
"Grk5",13.91686681,13.49332337,14.59205943,9.731830805,10.63918899,10.21815741,11.58367629
"Grk6",11.66109381,16.23150092,11.38787835,17.31339382,13.61129918,14.60906475,14.48441094
"Grm1",0,0,0.012289827,0,0,0,0
"Grm2",0,0,0,0,0,0,0
"Grm3",0,0,0,0,0,0,0
"Grm4",0.043825708,0.04250131,0.029960483,0.010874975,0.022156749,0,0.107395901
"Grm5",0,0,0.019971464,0.032531604,0,0.021019609,0
"Grm6",0,0.106501644,0,0.491914546,0.965833353,0.366235607,0.7431185
"Grm7",0.018539955,0,0,0,0,0,0
"Grm8",0,0,0,0,0,0,0.055226382
"Grn",40.17553692,38.62785079,41.57112624,49.73290397,38.74769928,37.55519249,47.92614576
"Grp",0.731667227,0.971989963,0.514646041,0.404605809,0.362361064,0.619415336,0.520553238
"Grpel1",22.10138668,18.04262431,18.0901294,28.20222808,30.27635165,29.33852232,29.53057238
"Grpel2",64.51184962,61.09990006,62.10894474,52.76668124,57.08612946,59.11998369,50.63509597
"Grpr",0,0,0,0,0.050247594,0,0
"Grrp1",8.067234038,8.632397518,9.800011633,23.23984971,19.22938842,12.78347858,19.27250561
"Grsf1",36.49052887,35.74234464,35.72624656,32.99546225,34.1153003,33.4539421,35.69989975
"Grtp1",21.33021974,18.29867314,23.63336538,13.49899958,12.66572418,18.53666851,18.60094138
"Grwd1",2.454022658,4.639614856,2.116857459,5.46160252,4.67396033,4.612334769,4.362168459
"Grxcr1",0,0,0,0,0,0,0
"Grxcr2",0,0,0,0,0,0,0
"Gsap",76.82762823,84.24973331,79.91729238,72.56349785,87.26080903,81.99128331,80.29824105
"Gsc",0,0,0,0,0,0,0
"Gsc2",0,0,0,0,0,0,0
"Gsdma",0,0,0,0,0,0.020684145,0
"Gsdma2",0,0,0,0,0,0,0
"Gsdma3",0.050871194,0.097389965,0,0.121917301,0,0,0
"Gsdmc",0,0,0,0,0,0,0
"Gsdmc2",0,0,0,0,0,0,0
"Gsdmc3",0,0,0,0,0,0,0
"Gsdmc4",0,0,0.101327301,0,0,0.021528159,0.057386625
"Gsdmd",6.229724472,6.776059416,6.872210416,6.359362511,7.975220593,7.543084007,7.651390378
"Gsdme",0.346061087,0.243131386,0.615779401,0.67578497,0.481449684,0.915545757,1.439363553
"Gse1",15.44462721,16.97696722,18.4205146,9.424906792,9.288091478,10.27360399,11.16100957
"Gsg1",0,0,0,0,0.206937409,0.276790186,0.083146973
"Gsg1l",0.178916335,0.399514964,0.230842024,0.528753355,0.063661211,0.334405052,0.082061801
"Gsg1l2",0,0,0,0,0,0,0
"Gsk3a",28.23883383,29.6586202,30.32581901,19.57271143,20.6738596,24.2024476,21.30923862
"Gsk3b",34.42008953,39.41577631,39.95470285,4.434215643,28.2440818,29.47042564,26.87247002
"Gskip",3.438362004,3.793154716,3.567027852,4.872800131,4.39819105,4.378591489,4.159081223
"Gsn",785.815513,751.8067072,723.5740228,523.5924847,551.8991867,521.2770603,578.5993421
"Gspt1",37.23483093,42.54829481,39.90354831,46.51696952,34.91778586,34.62682138,46.76196475
"Gspt2",2.224678016,2.003437284,1.919009292,1.468114111,1.567905231,2.018427034,2.096821279
"Gsr",60.3298001,60.35197677,54.50098572,115.9251452,77.32443388,94.77604482,102.4422021
"Gss",34.86677596,37.14905409,29.24166747,39.63569352,37.32640508,43.66470338,44.97264885
"Gsta1",0.854000765,0.434120478,0.631362743,0.528327248,0.375055343,0.484948891,0.956118039
"Gsta2",8.426371284,7.304076686,6.581549922,5.653405475,6.473456681,6.906733732,7.402630162
"Gsta3",72.30180398,63.85903774,64.43596902,32.11294276,38.81129461,55.70492067,36.35006681
"Gsta4",108.8776941,100.3978777,80.98741018,115.3309479,96.84498434,114.639206,111.3377876
"Gstcd",11.15514793,7.929629115,8.89369643,10.69193749,10.3412208,9.923185896,11.72416812
"Gstk1",50.66261866,44.83577808,40.96910147,53.20029279,59.4202257,52.44169062,52.61525785
"Gstm1",384.5483223,315.3207606,353.1379084,152.0776902,174.607395,203.5805481,195.6781966
"Gstm2",143.5272816,123.0283266,122.9203115,129.7822134,130.1498697,131.4171932,132.2244175
"Gstm3",0.308964138,0.239765355,0.546891528,0,0.343027842,0.267354619,0.258395695
"Gstm4",6.294084965,5.798549328,5.246801867,9.189968543,6.821582582,7.945833628,7.630340575
"Gstm5",5.689678617,5.982830045,5.531417048,11.806097,9.006195361,10.45404866,7.53524465
"Gstm6",3.410889951,3.79070347,3.295109546,4.686065862,4.373112387,4.568880938,4.240797798
"Gstm7",2.143264948,2.46111653,1.49769,1.759142105,1.910558984,2.750837049,1.29803389
"Gsto1",69.01230185,75.92995007,49.99979529,269.8525666,126.3313143,275.7335372,223.3392921
"Gsto2",1.109589344,0.859160286,0.471962274,1.189861844,0.568487154,0.997033883,1.22248131
"Gstp1",85.47113757,84.98063697,76.66533492,78.65570511,67.47260298,79.81590615,78.78056877
"Gstp2",11.87925561,10.82105419,9.36275701,8.854974017,8.848955254,11.0351988,9.936829943
"Gstp3",2.122193847,2.945752658,2.088941743,3.399242837,2.917268484,4.279627364,2.447886422
"Gstt1",59.39232738,46.88044923,46.70644141,56.23732027,65.9362553,59.70008587,58.47008062
"Gstt2",14.01216937,17.92297734,15.11439767,27.77418214,24.29148849,22.77297367,29.49520089
"Gstt3",14.01925026,13.74699694,13.55226624,17.42857996,16.24937801,15.45214232,15.84484924
"Gstt4",0,0.05186505,0,0,0,0.020605591,0.027767768
"Gstz1",30.33429133,32.05489617,26.97368373,24.24414783,22.58632974,27.37181069,26.28687648
"Gsx1",0,0,0,0,0,0,0
"Gsx2",0,0,0,0,0,0,0
"Gtdc1",8.706740334,7.950963673,8.118190962,6.375727286,7.176062051,7.452430808,6.981992657
"Gtf2a1",34.78111632,42.18426385,39.35371846,34.4747211,33.1306608,37.17083742,38.04763263
"Gtf2a1l",0.093486905,0.036702937,0,0,0,0,0
"Gtf2a2",8.020457986,9.149691826,7.97839399,11.38470717,10.52052368,10.09087369,9.640092242
"Gtf2b",31.90479729,33.55654588,28.87055723,37.49714154,41.4340215,41.97641541,41.61793488
"Gtf2e1",10.06504372,11.06194058,9.256257807,12.23095484,12.87515522,13.96988339,13.98360238
"Gtf2e2",14.82391717,13.25333109,13.32156665,18.49761518,18.59147971,18.51968407,16.56613965
"Gtf2f1",17.31871787,16.6674822,14.92351817,20.15505171,20.54912992,22.43996787,21.20543624
"Gtf2f2",5.114498406,7.947788624,5.413343619,12.53330677,11.0462704,11.19877733,10.46807762
"Gtf2h1",17.61008378,18.38280384,17.40010175,20.61564751,23.39596338,21.0273212,19.90860207
"Gtf2h2",10.44385875,10.34985004,9.967083561,10.91409561,10.41837812,11.7422339,9.491302054
"Gtf2h3",14.51775853,15.21465288,13.56228326,17.23085856,18.24929068,18.53975917,18.7554728
"Gtf2h4",2.216186124,2.322735402,1.852819692,2.518459568,2.348896093,2.30327134,2.344333941
"Gtf2h5",7.54507513,7.225160909,6.825423382,11.32023908,10.18109041,9.913821827,9.856428823
"Gtf2i",43.77453759,47.80313116,45.75552182,26.36855246,26.37878168,29.26404412,31.62512678
"Gtf2ird1",19.4656381,17.22023354,20.13488335,11.75304931,11.27603076,12.70480593,14.84060711
"Gtf2ird2",1.355136732,1.491982548,1.827399421,1.198194072,1.11534467,0.974682056,1.483017864
"Gtf3a",2.900538294,2.946942864,2.937797255,2.420834458,2.425539601,2.57436467,3.120884276
"Gtf3c1",18.76472093,20.53377104,21.6784573,10.88018312,9.983875222,11.11619181,11.75373853
"Gtf3c2",12.81730842,14.18746852,15.73914046,8.341942765,10.55889861,10.92688841,9.80561104
"Gtf3c3",9.25283217,12.47146347,10.4209859,9.404660833,9.650085305,10.57152526,10.04943271
"Gtf3c4",16.43357655,16.12847943,17.0515169,16.61601863,17.80517325,16.08061474,18.09979151
"Gtf3c5",6.576373858,6.600194953,7.190445395,5.490396677,6.004664725,6.465231001,6.535847506
"Gtf3c6",8.306116163,9.023680324,7.081222384,12.08329852,11.2354084,12.32284212,10.12758554
"Gtpbp1",14.88780956,17.22720129,17.86639229,11.58625969,12.68337894,13.375533,13.10519204
"Gtpbp10",6.839148746,8.244024218,7.831051249,8.63165322,9.497100441,9.263195514,8.051158841
"Gtpbp2",35.24539099,33.19798236,39.21824205,22.9273874,27.78981247,26.5992531,28.12415349
"Gtpbp3",8.922943095,10.30658755,10.45236708,10.94013445,9.035113167,9.402031937,10.21981366
"Gtpbp4",41.0013165,44.84692815,39.20269089,49.16546168,51.07540514,52.08369208,50.13013576
"Gtpbp6",8.169685475,7.973170183,7.069008367,7.587189831,7.867859984,6.911704462,7.939816367
"Gtpbp8",17.19097999,18.83924026,16.18528815,19.43646316,15.95717019,17.5340298,18.65883035
"Gtse1",1.582635977,0.888754623,0.789949045,6.264618043,4.948305918,5.023220191,5.127599236
"Gtsf1",0,0,0,0,0,0,0.611318
"Gtsf1l",0.131560982,0.824195625,0.145662589,0.210488929,0,0.599221071,0.155078393
"Gtsf2",0,0,0,0,0,0,0
"Guca1a",1.4521984,1.0949408,0.5646032,2.8121552,2.8310736,3.2892608,2.1468928
"Guca1b",0,0,0,0,0,0,0
"Guca2a",0,0,0,1.15572026,0.676103881,0.495118858,0.677433381
"Guca2b",0,0,0,0,0,0,0
"Gucd1",2.242423247,2.155277432,2.293582032,2.312609984,2.255875754,2.385863647,2.213116415
"Gucy1a1",67.68305016,62.50239977,86.90618046,38.44750703,51.03466543,39.32629558,42.91549664
"Gucy1a2",10.11088113,13.04780012,10.97686961,5.608964364,6.786455343,7.823403003,5.78083269
"Gucy1b1",61.99065346,55.19298571,71.62928226,45.84592085,58.98525032,47.06780207,47.40427403
"Gucy1b2",0,0,0,0,0,0,0
"Gucy2c",0,0.033646634,0,0,0.011597759,0.005517298,0
"Gucy2d",0,0,0,0,0,0,0
"Gucy2e",0,0.022645079,0,0,0,0,0.006668919
"Gucy2f",0,0.009083476,0,0,0,0,0
"Gucy2g",0.683903887,0.571711099,0.546093031,0.246133981,0.626899307,0.448218343,0.982623409
"Guf1",8.789863333,10.98445074,9.643707174,9.408933883,9.008674719,8.876567161,7.380077834
"Guk1",18.7141023,13.9634062,16.96198569,21.6754457,20.24571781,21.56579476,19.75360774
"Gulo",0,0,0,0,0,0,0.104339043
"Gulp1",2.016101884,1.648033832,1.899201944,1.559019035,1.595705091,1.529060997,1.413184664
"Gusb",7.121559981,6.767480281,6.120182312,11.17010388,10.41604306,9.574119531,10.82422827
"Gvin1",108.0826816,118.1138992,159.0128742,86.80016366,44.42001827,123.1396309,78.19244676
"Gxylt1",38.35059786,38.12560734,45.25469333,24.46790128,30.62106213,27.6264956,29.7251945
"Gxylt2",0.139365278,0.227801843,0.628102998,0.868917595,0.848293807,0.715250398,0.82862259
"Gyg",47.51532986,44.88860304,47.56192905,136.4652303,129.7009939,72.34032822,120.172861
"Gykl1",0,0,0,0,0,0,0
"Gypa",0.505942509,0.181095853,0.412876687,0.344052242,0.02285909,0.26599502,0.065272689
"Gypc",4.881274825,6.375783469,6.782640213,5.592179392,3.780728488,3.969863624,4.173090966
"Gys1",5.12105011,5.496871376,5.613867438,4.248179418,3.5658213,3.49955741,4.741326564
"Gys2",0.134550963,0.571143412,0,0.370149354,0,0,0
"Gzf1",34.27789968,34.02109028,39.7739789,24.01488626,30.01328426,30.52242593,27.89632044
"Gzma",22.29488281,38.86939398,26.48695783,75.57611199,57.8496495,55.13099846,52.58131567
"Gzmb",4.796796602,6.017114536,5.904569776,33.45340019,23.11300485,26.47832634,25.89085222
"Gzmc",0,0.099571928,0,0.277903678,0,0.133271436,0.265130748
"Gzmd",0,0,0,0,0,0,0
"Gzme",0,0,0,0,0,0,0
"Gzmf",0,0,0,0,0,0,0
"Gzmg",0,0,0,0,0,0,0
"Gzmk",1.003391177,1.867921211,0.907226204,5.829990054,4.415362777,4.166113889,3.497549982
"Gzmm",0.143249042,0.082938525,0.20145715,0.142589409,0.140224338,0.155050209,0.079810532
"Gzmn",0,0,0,0,0,0,0
"H13",139.9216815,155.0285553,150.7314844,218.5261049,188.2945257,215.6382182,197.7268747
"H1f0",105.221418,127.7049007,110.1612481,122.2295243,110.8191546,115.2380734,151.1271039
"H1f1",0.215510517,0.062960207,0.117473655,0,0,0.035174276,0
"H1f10",1.658000969,2.524216616,2.327842415,1.851721539,2.978385843,2.620736814,5.004609309
"H1f2",23.57293555,25.14982446,19.90647426,24.95371566,20.92214827,25.81043945,31.98635473
"H1f3",0.082644977,0.004501582,0.356206479,0.53419195,0.793396474,0.17058806,0.348353632
"H1f4",1.607029151,0.983208068,0.69702905,0.544489045,0.793749151,0.807558101,1.168983605
"H1f5",0,0,0,0.031725869,0,0,0
"H1f6",0,0,0.113837577,0,0,0.033903899,0
"H1f7",0,0,0,0,0,0,0
"H1f8",0,0,0,0,0,0,0.122911081
"H2-Aa",238.3948495,270.8551611,216.5342767,680.6125746,523.3039951,579.5525307,495.3909267
"H2-Ab1",145.6847034,156.6334328,173.5389671,313.1398584,204.4355402,263.5091775,237.6649278
"H2-Bl",0.045635465,0.030003713,0.066534812,0.068340419,0.041297648,0.030613234,0.031883357
"H2-D1",958.5632235,898.9785685,944.4436243,963.8854195,775.9309317,954.9260263,986.1859904
"H2-DMa",20.55818133,24.80965444,28.24940744,42.74586887,32.22854205,35.74429845,34.67506819
"H2-DMb1",33.26788848,33.16344376,38.55022263,79.04619276,55.68922944,63.14437103,61.16768196
"H2-DMb2",13.43509731,29.50117363,12.45057946,42.20362124,33.53064385,37.39315786,33.6887494
"H2-Ea-ps",102.1328969,125.9897624,104.3386009,254.7844865,191.918191,229.4625915,187.869719
"H2-Eb1",125.086165,143.3820828,126.5284132,309.2780878,217.4054109,266.8491881,235.566561
"H2-Eb2",0.404993423,3.687941141,0.245898506,2.941967427,1.385785975,2.44054583,1.028813797
"H2-K1",504.6021338,535.709277,553.7038751,675.6001964,553.4135169,680.7772661,428.5242662
"H2-Ke6",38.58072274,35.56675858,33.20544756,46.9246429,39.01767926,41.71626733,37.26677584
"H2-L",12.11912755,10.08011594,11.2800586,8.765346534,9.669258623,9.564756474,8.414503549
"H2-M1",0,0,0,0,0,0,0
"H2-M10.1",0,0,0,0,0,0,0
"H2-M10.2",0,0,0.040963452,0,0,0.046928114,0
"H2-M10.3",0,0,0,0,0,0,0
"H2-M10.4",0,0,0,0,0,0,0
"H2-M10.5",0,0,0,0,0,0,0
"H2-M10.6",0,0,0,0,0,0,0
"H2-M11",0,0,0,0,0,0,0
"H2-M2",0.301894025,3.007146255,0.215003036,6.470813872,4.740890989,3.228786175,2.687111573
"H2-M3",17.86959727,20.86176835,18.3463405,26.47396689,19.792892,24.97658872,23.37621745
"H2-M5",0.887031401,0.769404815,0.917843072,0.729009145,0.903084743,0.226514989,0.441597758
"H2-M9",0,0.034421027,0,0,0,0,0
"H2-Oa",0.802821608,4.053584976,0.862743478,3.322282487,2.057425608,3.576615759,1.991693257
"H2-Ob",2.576555438,20.65065369,2.881205519,12.64844617,8.766567067,12.24056515,8.328801263
"H2-Q1",3.946536498,4.278214951,4.640242653,3.252008115,2.610679668,2.635362055,3.081229353
"H2-Q10",1.815815488,2.141608091,1.929851813,2.092103625,1.616655701,1.61021492,1.580261182
"H2-Q2",0.933235149,0.521396286,0.527823185,0.707414701,0.550915281,0.91951542,0.640929152
"H2-Q4",155.4165723,167.6916476,189.1691821,140.9544596,109.5278996,136.8343989,147.831643
"H2-Q6",87.50184393,0.117411652,168.0481481,120.5683849,111.6336098,85.34261185,114.2395224
"H2-Q7",18.23915958,5.685679211,21.1383715,19.96872316,31.27321621,4.885035775,16.59390329
"H2-Q8",0.017195628,68.15293826,0.007052686,0.291954682,0.008568794,0.274198259,0.013388495
"H2-Q9",2.980133565,0,12.484368,7.105509249,4.162049691,12.33106676,6.085734707
"H2-T-ps",1.291895331,1.056552147,1.336525543,1.269852133,0.887789854,1.091729832,1.283090444
"H2-T10",14.28928671,15.82610395,16.19135527,19.73799312,15.15536411,18.80285629,17.69658998
"H2-T22",48.12270301,43.59456977,50.21963916,57.35250925,44.36547251,57.69685128,54.05860098
"H2-T23",92.81637923,87.39665152,111.0505266,103.5077,77.53474992,96.82461975,93.57903349
"H2-T24",66.456298,60.47979734,91.195818,43.55222609,49.33433837,58.56028569,48.29526039
"H2-T3",0.119032707,0.940983621,0.768946655,0.161416086,0.733879603,1.593851638,0.989744534
"H2-T9",15.98325483,44.56215873,27.26565986,49.61640614,35.05086276,39.18574891,57.79420606
"H2ab1",0,0,0,0,0,0,0
"H2ab2",0,0,0,0,0,0,0
"H2ab3",0,0,0,0,0,0,0
"H2ac1",0,0,0,0,0,0,0
"H2ac10",0.272455448,0.111652414,0.289450483,0.637554207,0.679024138,0.276566621,0.023565379
"H2ac11",0.04193425,0,0,0,0.233169054,0.220976071,0.242560589
"H2ac12",0.08562553,0.059297642,0.196884571,0.193410739,0.129409254,0.214633545,0.275784481
"H2ac13",0.044128,0.067082763,0,0.085327482,0.133981813,0.279055252,0.035172835
"H2ac15",0.057048477,0.002313074,0,0.034763557,0,0.001229832,0
"H2ac18",42.69073854,42.16040721,48.17612049,39.80639944,32.58143486,35.09987963,39.56835184
"H2ac19",0.016869723,0.086477186,0.042769672,0.118043582,0.046446064,0.099579019,0.096550729
"H2ac20",0.10132061,0.420849695,0.108211794,1.490247303,0.118709822,0.068489251,0.06237745
"H2ac21",0.009236507,0.614583571,0.066849353,0.084117606,0,0.446819285,0.676151618
"H2ac4",0.11397614,0.010736206,0.013628393,0.144222336,0.476766252,0.112300673,0.073107009
"H2ac6",0.876304134,0.195997427,0.316721934,0.094309557,0.303555478,0.18083497,0.021971729
"H2ac7",0.237798276,0.201507589,0.276842148,0.246468087,0.190842436,0.073658695,0.163248207
"H2ac8",0.181535443,0.082854647,0.058309329,0.483323784,0.798406671,0.474863569,0.268382964
"H2aj",116.9462215,129.5006795,124.9998799,192.4319294,166.2715228,139.4937654,164.2204841
"H2al1a",0,0,0,0,0,0,0
"H2al1b",0,0,0.001588648,0,0,0,0
"H2al1c",0,0,0,0,0,0,0
"H2al1d",0,0,0,0,0,0,0
"H2al1e",0,0,0.001927473,0,0,0,0
"H2al1f",0,0,0,0,0,0,0
"H2al1g",0,0,0.004661031,0,0,0,0
"H2al1h",0,0,0,0,0,0,0
"H2al1i",0,0,0,0,0,0,0
"H2al1j",0,0,0,0,0,0,0
"H2al1k",0,0,0.042746927,0,0,0,0
"H2al1m",0,0,0.151393229,0,0.111459201,0,0.113521528
"H2al1n",0,0,0,0,0,0,0
"H2al1o",0,0,0,0,0,0,0
"H2al2a",0,0,0,0,0,0,0
"H2al2b",0,0,0,0,0,0,0
"H2al2c",0,0,0,0,0,0,0
"H2al3",0,0.03075561,0,0,0,0,0
"H2ap",0,0,0,0,0,0,0
"H2aw",26.72702336,21.0274273,27.91074272,16.21845172,25.75421286,24.89365706,27.5803935
"H2ax",7.102021858,10.46678042,8.609055667,18.9746936,13.0493049,13.35997845,16.29867224
"H2az1",245.4760686,285.2392991,207.4677637,636.7177577,525.0732289,548.0250898,546.7282767
"H2az2",106.2770974,91.03432703,111.7220421,99.93529941,71.63615078,92.32540365,88.0987293
"H2bc1",0.06141312,0.040887072,0.030811968,0.008067168,0,0.117729504,0.034001856
"H2bc11",0.195437685,0.274404159,0.263482455,0.546824945,0.093850049,0.181752905,0.358265224
"H2bc12",3.797671843,1.550723602,2.353408903,1.790195652,2.076715321,2.133126294,3.161047619
"H2bc13",0.965700747,0.173671153,0.48284691,0.347182,1.022509234,0.857723159,0.751218996
"H2bc14",0,0,0,0,0,0.280316349,0
"H2bc15",0.065500159,0.02170733,0.179998275,0.029961119,0.101553045,0.076295754,0.054022782
"H2bc18",8.008887624,7.060524653,10.95946848,2.59136898,2.330604176,4.679007663,4.632981586
"H2bc21",17.76527637,18.10285517,17.14988162,15.18691105,14.85517966,17.02812997,16.47000337
"H2bc3",0.237505928,0.095588068,0.054892689,0.126549235,0.019247239,0.149327012,0.189158546
"H2bc4",133.5079016,97.30499505,100.3570178,88.11949944,89.48114642,102.6536335,101.7031994
"H2bc6",25.36611005,11.70644184,15.82287687,12.22011734,10.86679902,10.73645309,12.55505537
"H2bc7",0.02625692,0.003814866,0.245321195,0.022872889,0.070062222,0.131639908,0.015282636
"H2bc8",2.221600595,1.801938029,2.069794745,1.194192244,1.973259745,0.977687367,1.86214037
"H2bc9",0.288443416,0.578216688,0.625960481,0,0.773320403,0.370022299,1.270307338
"H2bfm",0,0,0,0,0,0,0
"H2bu2",0.487988447,0.634354402,0.891386398,0.579544918,0.098341623,0.784477893,0.618709832
"H3c1",0.11754699,0,0,0,0,0,0.009899689
"H3c10",0.065344367,0.067967124,0,0.563068398,0.308704717,0.144854343,0.185986327
"H3c11",0.024700649,0.025692472,0.098387609,0.106067236,0.116693964,0.020490766,0.070305233
"H3c13",0.734190857,0.500943402,0.528613735,0.217765898,0.282101955,0.32132641,0.326899847
"H3c14",0.023616177,8.215874145,0.009101887,0.005083081,0.00615271,7.199602065,0.020570613
"H3c15",15.9814952,7.096378277,18.66794011,10.57404883,8.393665729,7.349865508,15.36078349
"H3c2",0.078209556,0.284998254,0,0.27947927,0.489031397,0.15533854,0.276065333
"H3c3",0.0983373,0,0,0.051712492,0.052854797,0.064869023,0.220578178
"H3c4",0.856419907,0.585174698,0.554473674,0.571782698,0.336545302,1.178194047,0.808509767
"H3c6",0.194280008,0.159245392,0.52995203,0.096071616,0.753998778,0.092179498,0.106701801
"H3c7",0.015732655,0.084626732,0.046171072,0.043379754,0,0.058634301,0.007585699
"H3c8",0.059942782,0,0.063881744,0.01225359,0.070713706,0.085277449,0.109040086
"H3f3a",443.6019189,390.8991568,374.9078267,591.6337955,513.0413087,523.2959249,531.3112616
"H3f3b",936.3491254,1024.667933,1011.975893,1143.461569,1082.380544,1140.811565,1248.015945
"H3f3c",14.67347707,12.92996555,12.36951377,21.19568971,21.72431812,17.13695831,18.06700601
"H3f4",0,0,0.103763695,0,0,0.297463645,0
"H4c1",0.268345428,0.017101993,0.052769988,0.927246614,0.43114643,0.031149144,0.120105538
"H4c11",1.328618766,0.363655523,0.679000922,0,0.631626023,0.033176859,0.229455469
"H4c12",1.050920956,0.569354358,0.681796638,0.317918427,1.248763344,0.358147667,0.259192389
"H4c14",3.1533056,1.79969536,4.460132352,0.29873152,0.89198592,0.761883648,0.405843968
"H4c2",0.075556343,0.0174,0,0.087401866,0.019830224,0.031691418,0.121789925
"H4c3",0.561436684,0.623762076,0.262784922,0.619950392,0.083465405,0.097055483,0.452852154
"H4c4",0.091545103,0.421492841,0.100232924,0.325620924,0.29529811,0,0.225476717
"H4c6",0.018384,0,0,0,0,0,0
